NAME,state,county,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
"Grainger County, Tennessee",47,057,23648,11960
"Greene County, Tennessee",47,059,70399,34731
"Grundy County, Tennessee",47,061,13550,6749
"Hamblen County, Tennessee",47,063,64531,31933
"Hamilton County, Tennessee",47,065,367193,178248
"Hancock County, Tennessee",47,067,6726,3312
"Hardeman County, Tennessee",47,069,25519,14142
"Hardin County, Tennessee",47,071,26824,12878
"Hawkins County, Tennessee",47,073,57107,28159
"Haywood County, Tennessee",47,075,17806,8445
"Henderson County, Tennessee",47,077,27845,13729
"Henry County, Tennessee",47,079,32305,15622
"Hickman County, Tennessee",47,081,24996,13117
"Houston County, Tennessee",47,083,8253,4108
"Humphreys County, Tennessee",47,085,19032,9527
"Jackson County, Tennessee",47,087,11730,5944
"Jefferson County, Tennessee",47,089,55017,27186
"Johnson County, Tennessee",47,091,17982,9804
"Knox County, Tennessee",47,093,481406,235988
"Lake County, Tennessee",47,095,6898,4382
"Lauderdale County, Tennessee",47,097,25171,13008
"Lawrence County, Tennessee",47,099,44377,21913
"Lewis County, Tennessee",47,101,12637,6251
"Lincoln County, Tennessee",47,103,35365,17436
"Loudon County, Tennessee",47,105,55507,27335
"McMinn County, Tennessee",47,107,53532,26262
"McNairy County, Tennessee",47,109,25895,12747
"Macon County, Tennessee",47,111,25365,12408
"Madison County, Tennessee",47,113,98644,47371
"Marion County, Tennessee",47,115,28852,14330
"Marshall County, Tennessee",47,117,34567,17114
"Maury County, Tennessee",47,119,102002,49972
"Meigs County, Tennessee",47,121,12839,6352
"Monroe County, Tennessee",47,123,46489,23143
"Montgomery County, Tennessee",47,125,222305,111312
"Moore County, Tennessee",47,127,6558,3270
"Morgan County, Tennessee",47,129,21124,11580
"Obion County, Tennessee",47,131,30670,14956
"Overton County, Tennessee",47,133,22576,11305
"Perry County, Tennessee",47,135,8432,4197
"Pickett County, Tennessee",47,137,5042,2510
"Polk County, Tennessee",47,139,17620,8836
"Putnam County, Tennessee",47,141,80157,39887
"Rhea County, Tennessee",47,143,33031,16691
"Roane County, Tennessee",47,145,53777,26388
"Robertson County, Tennessee",47,147,73297,36439
"Rutherford County, Tennessee",47,149,343727,169927
"Scott County, Tennessee",47,151,21917,10903
"Sequatchie County, Tennessee",47,153,16065,8232
"Sevier County, Tennessee",47,155,98455,48685
"Shelby County, Tennessee",47,157,926440,441579
"Smith County, Tennessee",47,159,20034,10162
"Stewart County, Tennessee",47,161,13724,6784
"Sullivan County, Tennessee",47,163,158722,77767
"Sumner County, Tennessee",47,165,196845,96687
"Tipton County, Tennessee",47,167,61116,30274
"Trousdale County, Tennessee",47,169,11596,7204
"Unicoi County, Tennessee",47,171,17845,9004
"Union County, Tennessee",47,173,19860,9880
"Van Buren County, Tennessee",47,175,6182,3113
"Warren County, Tennessee",47,177,41163,20595
"Washington County, Tennessee",47,179,133282,65800
"Wayne County, Tennessee",47,181,16325,9121
"Weakley County, Tennessee",47,183,32946,16288
"White County, Tennessee",47,185,27420,13376
"Williamson County, Tennessee",47,187,248897,123066
"Wilson County, Tennessee",47,189,149096,73809
"Anderson County, Texas",48,001,58077,35807
"Andrews County, Texas",48,003,18362,9274
"Angelina County, Texas",48,005,86608,42586
"Aransas County, Texas",48,007,24048,11986
"Archer County, Texas",48,009,8649,4400
"Armstrong County, Texas",48,011,1912,879
"Atascosa County, Texas",48,013,49403,24580
"Austin County, Texas",48,015,30406,15298
"Bailey County, Texas",48,017,6902,3287
"Bandera County, Texas",48,019,21182,10479
"Bastrop County, Texas",48,021,98435,49988
"Baylor County, Texas",48,023,3475,1738
"Bee County, Texas",48,025,30977,19218
"Bell County, Texas",48,027,372821,186259
"Bexar County, Texas",48,029,2014059,1001527
"Blanco County, Texas",48,031,11608,5853
"Borden County, Texas",48,033,686,301
"Bosque County, Texas",48,035,18404,9135
"Bowie County, Texas",48,037,92747,46884
"Brazoria County, Texas",48,039,374600,190008
"Brazos County, Texas",48,041,234548,118812
"Brewster County, Texas",48,043,9454,4578
"Briscoe County, Texas",48,045,1290,710
"Brooks County, Texas",48,047,7059,3385
"Brown County, Texas",48,049,38159,19020
"Burleson County, Texas",48,051,17958,8767
"Burnet County, Texas",48,053,49684,24537
"Caldwell County, Texas",48,055,46141,23228
"Calhoun County, Texas",48,057,20127,10402
"Callahan County, Texas",48,059,13869,6917
"Cameron County, Texas",48,061,421854,208182
"Camp County, Texas",48,063,12543,6007
"Carson County, Texas",48,065,5801,2890
"Cass County, Texas",48,067,28637,13896
"Castro County, Texas",48,069,7381,3780
"Chambers County, Texas",48,071,47037,24269
"Cherokee County, Texas",48,073,50824,25996
"Childress County, Texas",48,075,6781,4393
"Clay County, Texas",48,077,10290,5172
"Cochran County, Texas",48,079,2529,1305
"Coke County, Texas",48,081,3305,1645
"Coleman County, Texas",48,083,7808,3913
"Collin County, Texas",48,085,1079153,537145
"Collingsworth County, Texas",48,087,2865,1405
"Colorado County, Texas",48,089,20582,10233
"Comal County, Texas",48,091,165201,82455
"Comanche County, Texas",48,093,13651,6881
"Concho County, Texas",48,095,3235,1793
"Cooke County, Texas",48,097,41860,20838
"Coryell County, Texas",48,099,82927,42084
"Cottle County, Texas",48,101,1647,849
"Crane County, Texas",48,103,4636,2293
"Crockett County, Texas",48,105,2949,1575
"Crosby County, Texas",48,107,5157,2607
"Culberson County, Texas",48,109,2181,1343
"Dallam County, Texas",48,111,7165,3836
"Dallas County, Texas",48,113,2604053,1294332
"Dawson County, Texas",48,115,12342,6950
"Deaf Smith County, Texas",48,117,18585,9357
"Delta County, Texas",48,119,5278,2406
"Denton County, Texas",48,121,914870,453677
"DeWitt County, Texas",48,123,19826,10433
"Dickens County, Texas",48,125,1570,739
"Dimmit County, Texas",48,127,8672,4349
"Donley County, Texas",48,129,3298,1666
"Duval County, Texas",48,131,9960,5097
"Eastland County, Texas",48,133,17812,8957
"Ector County, Texas",48,135,162300,83509
"Edwards County, Texas",48,137,1380,769
"Ellis County, Texas",48,139,195509,97264
"El Paso County, Texas",48,141,863832,429824
"Erath County, Texas",48,143,42788,21007
"Falls County, Texas",48,145,17013,8065
"Fannin County, Texas",48,147,36052,19230
"Fayette County, Texas",48,149,24564,12244
"Fisher County, Texas",48,151,3680,1901
"Floyd County, Texas",48,153,5386,2644
"Foard County, Texas",48,155,1075,435
"Fort Bend County, Texas",48,157,832607,411621
"Franklin County, Texas",48,159,10445,5452
"Freestone County, Texas",48,161,19599,10221
"Frio County, Texas",48,163,18151,11026
"Gaines County, Texas",48,165,21523,10914
"Galveston County, Texas",48,167,350801,173583
"Garza County, Texas",48,169,5735,3485
"Gillespie County, Texas",48,171,26953,13224
"Glasscock County, Texas",48,173,1068,683
"Goliad County, Texas",48,175,7092,3522
"Gonzales County, Texas",48,177,19736,10081
"Gray County, Texas",48,179,21272,11382
"Grayson County, Texas",48,181,137008,67315
"Gregg County, Texas",48,183,124245,60840
"Grimes County, Texas",48,185,29442,15894
"Guadalupe County, Texas",48,187,173828,86706
"Hale County, Texas",48,189,32525,16851
"Hall County, Texas",48,191,2847,1371
"Hamilton County, Texas",48,193,8244,4103
"Hansford County, Texas",48,195,5270,2780
"Hardeman County, Texas",48,197,3541,1837
"Hardin County, Texas",48,199,56576,27727
"Harris County, Texas",48,201,4726177,2359415
"Harrison County, Texas",48,203,69098,33790
"Hartley County, Texas",48,205,5369,3055
"Haskell County, Texas",48,207,5408,2878
"Hays County, Texas",48,209,245351,122589
"Hemphill County, Texas",48,211,3371,1911
"Henderson County, Texas",48,213,82627,40851
"Hidalgo County, Texas",48,215,873167,431639
"Hill County, Texas",48,217,36138,18161
"Hockley County, Texas",48,219,21495,10775
"Hood County, Texas",48,221,62459,30357
"Hopkins County, Texas",48,223,37008,18359
"Houston County, Texas",48,225,22107,12021
"Howard County, Texas",48,227,34488,19633
"Hudspeth County, Texas",48,229,3329,2027
"Hunt County, Texas",48,231,101596,50144
"Hutchinson County, Texas",48,233,20595,10552
"Irion County, Texas",48,235,1561,748
"Jack County, Texas",48,237,8588,4774
"Jackson County, Texas",48,239,15010,7470
"Jasper County, Texas",48,241,33032,16240
"Jeff Davis County, Texas",48,243,1992,1106
"Jefferson County, Texas",48,245,254942,131138
"Jim Hogg County, Texas",48,247,4830,2515
"Jim Wells County, Texas",48,249,39060,19461
"Johnson County, Texas",48,251,182690,92223
"Jones County, Texas",48,253,19758,12581
"Karnes County, Texas",48,255,14805,8705
"Kaufman County, Texas",48,257,149773,74364
"Kendall County, Texas",48,259,45376,22351
"Kenedy County, Texas",48,261,116,69
"Kent County, Texas",48,263,635,323
"Kerr County, Texas",48,265,52810,25725
"Kimble County, Texas",48,267,4316,2161
"King County, Texas",48,269,216,113
"Kinney County, Texas",48,271,3157,1947
"Kleberg County, Texas",48,273,30860,15582
"Knox County, Texas",48,275,3333,1629
"Lamar County, Texas",48,277,50149,24449
"Lamb County, Texas",48,279,13024,6523
"Lampasas County, Texas",48,281,21829,11019
"La Salle County, Texas",48,283,6965,4303
"Lavaca County, Texas",48,285,20379,10068
"Lee County, Texas",48,287,17543,8665
"Leon County, Texas",48,289,15928,7918
"Liberty County, Texas",48,291,93523,46504
"Limestone County, Texas",48,293,22222,11315
"Lipscomb County, Texas",48,295,3038,1386
"Live Oak County, Texas",48,297,11374,6118
"Llano County, Texas",48,299,21637,10332
"Loving County, Texas",48,301,96,51
"Lubbock County, Texas",48,303,311509,154200
"Lynn County, Texas",48,305,5619,2912
"McCulloch County, Texas",48,307,7638,3917
"McLennan County, Texas",48,309,261090,128169
"McMullen County, Texas",48,311,670,296
"Madison County, Texas",48,313,13556,7679
"Marion County, Texas",48,315,9668,4724
"Martin County, Texas",48,317,5228,2833
"Mason County, Texas",48,319,3959,1977
"Matagorda County, Texas",48,321,36251,18259
"Maverick County, Texas",48,323,57806,28883
"Medina County, Texas",48,325,51432,26705
"Menard County, Texas",48,327,1964,986
"Midland County, Texas",48,329,169393,86602
"Milam County, Texas",48,331,25080,12359
"Mills County, Texas",48,333,4501,2279
"Mitchell County, Texas",48,335,8947,5054
"Montague County, Texas",48,337,20197,9818
"Montgomery County, Texas",48,339,629989,314216
"Moore County, Texas",48,341,21284,11073
"Morris County, Texas",48,343,11993,5675
"Motley County, Texas",48,345,1223,639
"Nacogdoches County, Texas",48,347,64768,31302
"Navarro County, Texas",48,349,52834,26564
"Newton County, Texas",48,351,12333,6175
"Nolan County, Texas",48,353,14657,7429
"Nueces County, Texas",48,355,353245,176105
"Ochiltree County, Texas",48,357,9924,4994
"Oldham County, Texas",48,359,2171,1284
"Orange County, Texas",48,361,84761,42264
"Palo Pinto County, Texas",48,363,28569,14050
"Panola County, Texas",48,365,22540,11276
"Parker County, Texas",48,367,151188,75827
"Parmer County, Texas",48,369,9809,5140
"Pecos County, Texas",48,371,15114,8469
"Polk County, Texas",48,373,50536,27262
"Potter County, Texas",48,375,117905,60843
"Presidio County, Texas",48,377,6168,3029
"Rains County, Texas",48,379,12257,6127
"Randall County, Texas",48,381,141489,70037
"Reagan County, Texas",48,383,3308,1697
"Real County, Texas",48,385,2830,1324
"Red River County, Texas",48,387,11627,5656
"Reeves County, Texas",48,389,14022,8530
"Refugio County, Texas",48,391,6718,3179
"Roberts County, Texas",48,393,764,422
"Robertson County, Texas",48,395,16912,8398
"Rockwall County, Texas",48,397,110631,55091
"Runnels County, Texas",48,399,9858,4976
"Rusk County, Texas",48,401,52755,28432
"Sabine County, Texas",48,403,9980,4989
"San Augustine County, Texas",48,405,7920,3828
"San Jacinto County, Texas",48,407,27666,13794
"San Patricio County, Texas",48,409,68942,35185
"San Saba County, Texas",48,411,5779,3086
"Schleicher County, Texas",48,413,2474,1181
"Scurry County, Texas",48,415,16883,9084
"Shackelford County, Texas",48,417,3134,1583
"Shelby County, Texas",48,419,24157,12094
"Sherman County, Texas",48,421,2414,1188
"Smith County, Texas",48,423,234667,113874
"Somervell County, Texas",48,425,9337,4573
"Starr County, Texas",48,427,65716,32196
"Stephens County, Texas",48,429,9260,4997
"Sterling County, Texas",48,431,1392,737
"Stonewall County, Texas",48,433,1331,681
"Sutton County, Texas",48,435,3345,1651
"Swisher County, Texas",48,437,6989,3848
"Tarrant County, Texas",48,439,2113854,1041366
"Taylor County, Texas",48,441,143029,70009
"Terrell County, Texas",48,443,862,501
"Terry County, Texas",48,445,11816,6456
"Throckmorton County, Texas",48,447,1439,773
"Titus County, Texas",48,449,31301,15601
"Tom Green County, Texas",48,451,119276,59736
"Travis County, Texas",48,453,1289054,658063
"Trinity County, Texas",48,455,13735,6786
"Tyler County, Texas",48,457,19962,10828
"Upshur County, Texas",48,459,41261,20514
"Upton County, Texas",48,461,3284,1640
"Uvalde County, Texas",48,463,24833,12409
"Val Verde County, Texas",48,465,47693,24643
"Van Zandt County, Texas",48,467,60053,29603
"Victoria County, Texas",48,469,91209,44940
"Walker County, Texas",48,471,77182,45638
"Waller County, Texas",48,473,57463,28521
"Ward County, Texas",48,475,11347,5732
"Washington County, Texas",48,477,35807,17609
"Webb County, Texas",48,479,267282,132495
"Wharton County, Texas",48,481,41614,20761
"Wheeler County, Texas",48,483,4980,2580
"Wichita County, Texas",48,485,129584,67086
"Wilbarger County, Texas",48,487,12795,6305
"Willacy County, Texas",48,489,20308,11047
"Williamson County, Texas",48,491,617396,307076
"Wilson County, Texas",48,493,50381,25470
"Winkler County, Texas",48,495,7582,3925
"Wise County, Texas",48,497,70062,35479
"Wood County, Texas",48,499,45341,22754
"Yoakum County, Texas",48,501,7630,3576
"Young County, Texas",48,503,17903,8822
"Zapata County, Texas",48,505,13896,6953
"Zavala County, Texas",48,507,9700,5101
"Beaver County, Utah",49,001,7102,3814
"Box Elder County, Utah",49,003,58291,29874
"Cache County, Utah",49,005,134428,67593
"Carbon County, Utah",49,007,20338,10219
"Daggett County, Utah",49,009,638,366
"Davis County, Utah",49,011,363032,184446
"Duchesne County, Utah",49,013,19779,10004
"Emery County, Utah",49,015,9898,5036
"Garfield County, Utah",49,017,5121,2635
"Grand County, Utah",49,019,9680,4947
"Iron County, Utah",49,021,58068,29210
"Juab County, Utah",49,023,11943,6287
"Kane County, Utah",49,025,7814,3897
"Millard County, Utah",49,027,13027,6703
"Morgan County, Utah",49,029,12367,6417
"Piute County, Utah",49,031,1764,940
"Rich County, Utah",49,033,2543,1287
"Salt Lake County, Utah",49,035,1180643,597700
"San Juan County, Utah",49,037,14524,7293
"Sanpete County, Utah",49,039,28816,15325
"Sevier County, Utah",49,041,21667,11144
"Summit County, Utah",49,043,42524,21971
"Tooele County, Utah",49,045,74032,37722
"Uintah County, Utah",49,047,35951,18211
"Utah County, Utah",49,049,666021,338404
"Wasatch County, Utah",49,051,35009,17880
"Washington County, Utah",49,053,183297,91287
"Wayne County, Utah",49,055,2532,1299
"Weber County, Utah",49,057,262960,133298
"Addison County, Vermont",50,001,37434,18716
"Bennington County, Vermont",50,003,37326,18243
"Caledonia County, Vermont",50,005,30418,15313
"Chittenden County, Vermont",50,007,168309,83053
"Essex County, Vermont",50,009,5976,3024
"Franklin County, Vermont",50,011,50101,25212
"Grand Isle County, Vermont",50,013,7335,3767
"Lamoille County, Vermont",50,015,25977,13023
"Orange County, Vermont",50,017,29439,14820
"Orleans County, Vermont",50,019,27459,13899
"Rutland County, Vermont",50,021,60585,30326
"Washington County, Vermont",50,023,59768,29775
"Windham County, Vermont",50,025,45857,22648
"Windsor County, Vermont",50,027,57832,28520
"Accomack County, Virginia",51,001,33367,16257
"Albemarle County, Virginia",51,003,112513,54068
"Alleghany County, Virginia",51,005,15159,7501
"Amelia County, Virginia",51,007,13309,6531
"Amherst County, Virginia",51,009,31426,14973
"Appomattox County, Virginia",51,011,16253,7910
"Arlington County, Virginia",51,013,235845,119030
"Augusta County, Virginia",51,015,77433,39547
"Bath County, Virginia",51,017,4177,2073
"Bedford County, Virginia",51,019,79761,39452
"Bland County, Virginia",51,021,6241,3540
"Botetourt County, Virginia",51,023,33734,16820
"Brunswick County, Virginia",51,025,15965,8513
"Buchanan County, Virginia",51,027,20246,10504
"Buckingham County, Virginia",51,029,16869,9405
"Campbell County, Virginia",51,031,55518,27091
"Caroline County, Virginia",51,033,31181,15457
"Carroll County, Virginia",51,035,29126,14335
"Charles City County, Virginia",51,036,6760,3362
"Charlotte County, Virginia",51,037,11563,5865
"Chesterfield County, Virginia",51,041,366019,177338
"Clarke County, Virginia",51,043,14882,7353
"Craig County, Virginia",51,045,4898,2446
"Culpeper County, Virginia",51,047,52822,26404
"Cumberland County, Virginia",51,049,9697,4887
"Dickenson County, Virginia",51,051,14089,7165
"Dinwiddie County, Virginia",51,053,28057,14111
"Essex County, Virginia",51,057,10602,4988
"Fairfax County, Virginia",51,059,1145354,573140
"Fauquier County, Virginia",51,061,73290,36589
"Floyd County, Virginia",51,063,15532,7649
"Fluvanna County, Virginia",51,065,27442,12811
"Franklin County, Virginia",51,067,54838,27147
"Frederick County, Virginia",51,069,92007,46279
"Giles County, Virginia",51,071,16711,8254
"Gloucester County, Virginia",51,073,38875,19309
"Goochland County, Virginia",51,075,24906,12404
"Grayson County, Virginia",51,077,15356,8064
"Greene County, Virginia",51,079,20631,9860
"Greensville County, Virginia",51,081,11373,6951
"Halifax County, Virginia",51,083,34013,16334
"Hanover County, Virginia",51,085,110513,54636
"Henrico County, Virginia",51,087,333120,159152
"Henry County, Virginia",51,089,50760,24420
"Highland County, Virginia",51,091,2247,1034
"Isle of Wight County, Virginia",51,093,38898,19422
"James City County, Virginia",51,095,78818,38132
"King and Queen County, Virginia",51,097,6681,3485
"King George County, Virginia",51,099,26985,13719
"King William County, Virginia",51,101,17845,8842
"Lancaster County, Virginia",51,103,10866,5325
"Lee County, Virginia",51,105,22287,11812
"Loudoun County, Virginia",51,107,420773,210848
"Louisa County, Virginia",51,109,38106,19078
"Lunenburg County, Virginia",51,111,11988,6285
"Madison County, Virginia",51,113,13828,6764
"Mathews County, Virginia",51,115,8537,4124
"Mecklenburg County, Virginia",51,117,30367,15032
"Middlesex County, Virginia",51,119,10738,5360
"Montgomery County, Virginia",51,121,99373,51542
"Nelson County, Virginia",51,125,14773,7463
"New Kent County, Virginia",51,127,23296,12186
"Northampton County, Virginia",51,131,12132,5722
"Northumberland County, Virginia",51,133,12007,5555
"Nottoway County, Virginia",51,135,15638,8295
"Orange County, Virginia",51,137,36593,18178
"Page County, Virginia",51,139,23753,11987
"Patrick County, Virginia",51,141,17660,8930
"Pittsylvania County, Virginia",51,143,60541,30142
"Powhatan County, Virginia",51,145,30503,16003
"Prince Edward County, Virginia",51,147,21922,11433
"Prince George County, Virginia",51,149,42634,23947
"Prince William County, Virginia",51,153,481114,242456
"Pulaski County, Virginia",51,155,33841,17127
"Rappahannock County, Virginia",51,157,7422,3746
"Richmond County, Virginia",51,159,8968,5035
"Roanoke County, Virginia",51,161,96653,46725
"Rockbridge County, Virginia",51,163,22673,11175
"Rockingham County, Virginia",51,165,83905,41490
"Russell County, Virginia",51,167,25763,12869
"Scott County, Virginia",51,169,21536,10954
"Shenandoah County, Virginia",51,171,44337,21907
"Smyth County, Virginia",51,173,29799,14783
"Southampton County, Virginia",51,175,18003,9450
"Spotsylvania County, Virginia",51,177,141097,70013
"Stafford County, Virginia",51,179,157606,79848
"Surry County, Virginia",51,181,6546,3285
"Sussex County, Virginia",51,183,10866,6320
"Tazewell County, Virginia",51,185,40392,20128
"Warren County, Virginia",51,187,40800,20570
"Washington County, Virginia",51,191,53985,26961
"Westmoreland County, Virginia",51,193,18480,8916
"Wise County, Virginia",51,195,36105,18850
"Wythe County, Virginia",51,197,28275,13968
"York County, Virginia",51,199,70238,34866
"Alexandria city, Virginia",51,510,157594,76589
"Bristol city, Virginia",51,520,17036,8213
"Buena Vista city, Virginia",51,530,6639,3128
"Charlottesville city, Virginia",51,540,46289,22528
"Chesapeake city, Virginia",51,550,249377,122672
"Colonial Heights city, Virginia",51,570,18158,8304
"Covington city, Virginia",51,580,5722,2716
"Danville city, Virginia",51,590,42507,19496
"Emporia city, Virginia",51,595,5680,2531
"Fairfax city, Virginia",51,600,24242,11945
"Falls Church city, Virginia",51,610,14576,7274
"Franklin city, Virginia",51,620,8194,3921
"Fredericksburg city, Virginia",51,630,28258,13202
"Galax city, Virginia",51,640,6687,2976
"Hampton city, Virginia",51,650,137217,66248
"Harrisonburg city, Virginia",51,660,51784,25035
"Hopewell city, Virginia",51,670,23046,10827
"Lexington city, Virginia",51,678,7346,4285
"Lynchburg city, Virginia",51,680,79166,36991
"Manassas city, Virginia",51,683,42620,21632
"Manassas Park city, Virginia",51,685,17123,8685
"Martinsville city, Virginia",51,690,13539,6349
"Newport News city, Virginia",51,700,185118,90193
"Norfolk city, Virginia",51,710,236973,120733
"Norton city, Virginia",51,720,3668,1692
"Petersburg city, Virginia",51,730,33261,15163
"Poquoson city, Virginia",51,735,12479,6277
"Portsmouth city, Virginia",51,740,97384,46879
"Radford city, Virginia",51,750,16379,7411
"Richmond city, Virginia",51,760,227171,108032
"Roanoke city, Virginia",51,770,99213,46791
"Salem city, Virginia",51,775,25372,12187
"Staunton city, Virginia",51,790,25581,11715
"Suffolk city, Virginia",51,800,94856,46381
"Virginia Beach city, Virginia",51,810,457900,225616
"Waynesboro city, Virginia",51,820,22341,10995
"Williamsburg city, Virginia",51,830,15486,7277
"Winchester city, Virginia",51,840,28103,13874
"Adams County, Washington",53,001,20557,10509
"Asotin County, Washington",53,003,22370,11031
"Benton County, Washington",53,005,207560,104632
"Chelan County, Washington",53,007,79076,39895
"Clallam County, Washington",53,009,77333,38422
"Clark County, Washington",53,011,504091,250981
"Columbia County, Washington",53,013,3980,1962
"Cowlitz County, Washington",53,015,110621,55417
"Douglas County, Washington",53,017,43189,22349
"Ferry County, Washington",53,019,7260,3645
"Franklin County, Washington",53,021,96692,49955
"Garfield County, Washington",53,023,2310,1174
"Grant County, Washington",53,025,99145,50580
"Grays Harbor County, Washington",53,027,75672,39090
"Island County, Washington",53,029,86510,43409
"Jefferson County, Washington",53,031,33006,16189
"King County, Washington",53,033,2254371,1143593
"Kitsap County, Washington",53,035,275411,141665
"Kittitas County, Washington",53,037,44424,22385
"Klickitat County, Washington",53,039,22798,11635
"Lewis County, Washington",53,041,82663,41896
"Lincoln County, Washington",53,043,11036,5587
"Mason County, Washington",53,045,66053,34458
"Okanogan County, Washington",53,047,42336,21632
"Pacific County, Washington",53,049,23396,11714
"Pend Oreille County, Washington",53,051,13570,7057
"Pierce County, Washington",53,053,918993,462489
"San Juan County, Washington",53,055,18001,8850
"Skagit County, Washington",53,057,129480,64614
"Skamania County, Washington",53,059,12118,5996
"Snohomish County, Washington",53,061,828337,418342
"Spokane County, Washington",53,063,538711,269376
"Stevens County, Washington",53,065,46774,23444
"Thurston County, Washington",53,067,294272,145124
"Wahkiakum County, Washington",53,069,4476,2276
"Walla Walla County, Washington",53,071,62150,31276
"Whatcom County, Washington",53,073,226523,112654
"Whitman County, Washington",53,075,47141,23954
"Yakima County, Washington",53,077,256143,128661
"Barbour County, West Virginia",54,001,15527,7620
"Berkeley County, West Virginia",54,003,123283,61697
"Boone County, West Virginia",54,005,21705,10931
"Braxton County, West Virginia",54,007,12505,6406
"Brooke County, West Virginia",54,009,22349,11092
"Cabell County, West Virginia",54,011,93965,45862
"Calhoun County, West Virginia",54,013,6279,3004
"Clay County, West Virginia",54,015,8049,4017
"Doddridge County, West Virginia",54,017,7847,4475
"Fayette County, West Virginia",54,019,40545,20365
"Gilmer County, West Virginia",54,021,7444,4491
"Grant County, West Virginia",54,023,11034,5564
"Greenbrier County, West Virginia",54,025,32995,16010
"Hampshire County, West Virginia",54,027,23275,11985
"Hancock County, West Virginia",54,029,28907,14208
"Hardy County, West Virginia",54,031,14249,7457
"Harrison County, West Virginia",54,033,65862,32548
"Jackson County, West Virginia",54,035,27868,13896
"Jefferson County, West Virginia",54,037,58043,28953
"Kanawha County, West Virginia",54,039,179895,87343
"Lewis County, West Virginia",54,041,16920,8494
"Lincoln County, West Virginia",54,043,20410,10127
"Logan County, West Virginia",54,045,32350,16054
"McDowell County, West Virginia",54,047,18911,9428
"Marion County, West Virginia",54,049,56194,28068
"Marshall County, West Virginia",54,051,30509,15540
"Mason County, West Virginia",54,053,25488,12579
"Mercer County, West Virginia",54,055,59530,28719
"Mineral County, West Virginia",54,057,26957,13393
"Mingo County, West Virginia",54,059,23466,11577
"Monongalia County, West Virginia",54,061,105988,54753
"Monroe County, West Virginia",54,063,12438,6210
"Morgan County, West Virginia",54,065,17237,8783
"Nicholas County, West Virginia",54,067,24624,12465
"Ohio County, West Virginia",54,069,42224,20497
"Pendleton County, West Virginia",54,071,6156,3178
"Pleasants County, West Virginia",54,073,7622,4269
"Pocahontas County, West Virginia",54,075,7940,4133
"Preston County, West Virginia",54,077,34206,18139
"Putnam County, West Virginia",54,079,57347,28611
"Raleigh County, West Virginia",54,081,74303,37402
"Randolph County, West Virginia",54,083,28005,14750
"Ritchie County, West Virginia",54,085,8507,4288
"Roane County, West Virginia",54,087,14027,7016
"Summers County, West Virginia",54,089,11985,5650
"Taylor County, West Virginia",54,091,16602,8283
"Tucker County, West Virginia",54,093,6747,3402
"Tyler County, West Virginia",54,095,8336,4173
"Upshur County, West Virginia",54,097,23875,12038
"Wayne County, West Virginia",54,099,38933,19098
"Webster County, West Virginia",54,101,8362,4168
"Wetzel County, West Virginia",54,103,14431,7168
"Wirt County, West Virginia",54,105,5202,2560
"Wood County, West Virginia",54,107,84272,41185
"Wyoming County, West Virginia",54,109,21237,10650
"Adams County, Wisconsin",55,001,20730,11207
"Ashland County, Wisconsin",55,003,16041,8256
"Barron County, Wisconsin",55,005,46683,23605
"Bayfield County, Wisconsin",55,007,16214,8299
"Brown County, Wisconsin",55,009,268393,134295
"Buffalo County, Wisconsin",55,011,13329,6755
"Burnett County, Wisconsin",55,013,16561,8572
"Calumet County, Wisconsin",55,015,52361,26565
"Chippewa County, Wisconsin",55,017,66254,34577
"Clark County, Wisconsin",55,019,34703,17683
"Columbia County, Wisconsin",55,021,58272,29998
"Crawford County, Wisconsin",55,023,16123,8405
"Dane County, Wisconsin",55,025,559891,280540
"Dodge County, Wisconsin",55,027,89032,46897
"Door County, Wisconsin",55,029,30038,14848
"Douglas County, Wisconsin",55,031,44092,22256
"Dunn County, Wisconsin",55,033,45221,22829
"Eau Claire County, Wisconsin",55,035,105697,52562
"Florence County, Wisconsin",55,037,4574,2337
"Fond du Lac County, Wisconsin",55,039,104027,51551
"Forest County, Wisconsin",55,041,9239,4642
"Grant County, Wisconsin",55,043,51842,26948
"Green County, Wisconsin",55,045,37066,18682
"Green Lake County, Wisconsin",55,047,19093,9640
"Iowa County, Wisconsin",55,049,23766,12060
"Iron County, Wisconsin",55,051,6136,3115
"Jackson County, Wisconsin",55,053,20958,11303
"Jefferson County, Wisconsin",55,055,85932,43406
"Juneau County, Wisconsin",55,057,26695,14477
"Kenosha County, Wisconsin",55,059,168693,83870
"Kewaunee County, Wisconsin",55,061,20570,10527
"La Crosse County, Wisconsin",55,063,120216,59025
"Lafayette County, Wisconsin",55,065,16716,8538
"Langlade County, Wisconsin",55,067,19512,9907
"Lincoln County, Wisconsin",55,069,28402,14353
"Manitowoc County, Wisconsin",55,071,81242,40886
"Marathon County, Wisconsin",55,073,137820,69713
"Marinette County, Wisconsin",55,075,41827,21241
"Marquette County, Wisconsin",55,077,15619,8034
"Menominee County, Wisconsin",55,078,4279,2185
"Milwaukee County, Wisconsin",55,079,933063,454480
"Monroe County, Wisconsin",55,081,46208,23692
"Oconto County, Wisconsin",55,083,39048,20030
"Oneida County, Wisconsin",55,085,37799,19161
"Outagamie County, Wisconsin",55,087,190611,95875
